ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
96,LI-5160,NULL,NULL,NULL,Internal Lock Washer 6,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
97,LI-5800,NULL,NULL,NULL,Internal Lock Washer 10,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
98,LI-6000,NULL,NULL,NULL,Internal Lock Washer 1,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
99,LI-7160,NULL,NULL,NULL,Internal Lock Washer 8,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
100,LI-8000,NULL,NULL,NULL,Internal Lock Washer 2,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
101,LJ-1213,NULL,NULL,NULL,Thin-Jam Lock Nut 9,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
102,LJ-1220,NULL,NULL,NULL,Thin-Jam Lock Nut 10,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
103,LJ-1420,NULL,NULL,NULL,Thin-Jam Lock Nut 1,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
104,LJ-1428,NULL,NULL,NULL,Thin-Jam Lock Nut 2,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
105,LJ-3410,NULL,NULL,NULL,Thin-Jam Lock Nut 15,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
106,LJ-3416,NULL,NULL,NULL,Thin-Jam Lock Nut 16,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
107,LJ-3816,NULL,NULL,NULL,Thin-Jam Lock Nut 5,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
108,LJ-3824,NULL,NULL,NULL,Thin-Jam Lock Nut 6,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
109,LJ-5161,NULL,NULL,NULL,Thin-Jam Lock Nut 3,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
110,LJ-5162,NULL,NULL,NULL,Thin-Jam Lock Nut 4,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
111,LJ-5811,NULL,NULL,NULL,Thin-Jam Lock Nut 13,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
112,LJ-5818,NULL,NULL,NULL,Thin-Jam Lock Nut 14,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
113,LJ-7161,NULL,NULL,NULL,Thin-Jam Lock Nut 7,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
114,LJ-7162,NULL,NULL,NULL,Thin-Jam Lock Nut 8,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
115,LJ-9080,NULL,NULL,NULL,Thin-Jam Lock Nut 12,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
116,LJ-9161,NULL,NULL,NULL,Thin-Jam Lock Nut 11,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
117,LN-1024,NULL,NULL,NULL,Lock Nut 5,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
118,LN-1032,NULL,NULL,NULL,Lock Nut 6,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
119,LN-1213,NULL,NULL,NULL,Lock Nut 16,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
120,LN-1220,NULL,NULL,NULL,Lock Nut 17,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
121,LN-1224,NULL,NULL,NULL,Lock Nut 7,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
122,LN-1420,NULL,NULL,NULL,Lock Nut 8,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
123,LN-1428,NULL,NULL,NULL,Lock Nut 9,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
124,LN-3410,NULL,NULL,NULL,Lock Nut 22,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
125,LN-3416,NULL,NULL,NULL,Lock Nut 23,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
126,LN-3816,NULL,NULL,NULL,Lock Nut 12,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
127,LN-3824,NULL,NULL,NULL,Lock Nut 13,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
128,LN-4400,NULL,NULL,NULL,Lock Nut 1,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
129,LN-5161,NULL,NULL,NULL,Lock Nut 10,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
130,LN-5162,NULL,NULL,NULL,Lock Nut 11,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
131,LN-5400,NULL,NULL,NULL,Lock Nut 2,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
132,LN-5811,NULL,NULL,NULL,Lock Nut 20,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
133,LN-5818,NULL,NULL,NULL,Lock Nut 21,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
134,LN-6320,NULL,NULL,NULL,Lock Nut 3,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
135,LN-7161,NULL,NULL,NULL,Lock Nut 14,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
136,LN-7162,NULL,NULL,NULL,Lock Nut 15,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
137,LN-8320,NULL,NULL,NULL,Lock Nut 4,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
138,LN-9080,NULL,NULL,NULL,Lock Nut 19,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
139,LN-9161,NULL,NULL,NULL,Lock Nut 18,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
140,LR-2398,NULL,NULL,NULL,Lock Ring,,,NULL,0,Silver,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
141,LR-8520,NULL,NULL,NULL,Lower Head Race,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
142,LW-1000,NULL,NULL,NULL,Lock Washer 4,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
143,LW-1200,NULL,NULL,NULL,Lock Washer 5,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
144,LW-1201,NULL,NULL,NULL,Lock Washer 10,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
145,LW-1400,NULL,NULL,NULL,Lock Washer 6,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
146,LW-3400,NULL,NULL,NULL,Lock Washer 13,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
147,LW-3800,NULL,NULL,NULL,Lock Washer 8,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
148,LW-4000,NULL,NULL,NULL,Lock Washer 1,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
149,LW-5160,NULL,NULL,NULL,Lock Washer 7,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
150,LW-5800,NULL,NULL,NULL,Lock Washer 12,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
151,LW-6000,NULL,NULL,NULL,Lock Washer 2,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
152,LW-7160,NULL,NULL,NULL,Lock Washer 9,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
153,LW-8000,NULL,NULL,NULL,Lock Washer 3,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
154,LW-9160,NULL,NULL,NULL,Lock Washer 11,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
155,MA-7075,NULL,NULL,NULL,Metal Angle,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
156,MB-2024,NULL,NULL,NULL,Metal Bar 1,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
157,MB-6061,NULL,NULL,NULL,Metal Bar 2,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
158,MP-2066,NULL,NULL,NULL,Metal Plate 2,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
159,MP-2503,NULL,NULL,NULL,Metal Plate 1,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
160,MP-4960,NULL,NULL,NULL,Metal Plate 3,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
161,MS-0253,NULL,NULL,NULL,Metal Sheet 2,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
162,MS-1256,NULL,NULL,NULL,Metal Sheet 3,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
163,MS-1981,NULL,NULL,NULL,Metal Sheet 7,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
164,MS-2259,NULL,NULL,NULL,Metal Sheet 4,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
165,MS-2341,NULL,NULL,NULL,Metal Sheet 5,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
166,MS-2348,NULL,NULL,NULL,Metal Sheet 6,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
167,MS-6061,NULL,NULL,NULL,Metal Sheet 1,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
168,MT-1000,NULL,NULL,NULL,Metal Tread Plate,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
169,NI-4127,NULL,NULL,NULL,LL Nipple,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,L ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
170,NI-9522,NULL,NULL,NULL,HL Nipple,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
171,PA-187B,NULL,NULL,NULL,Paint - Black,,,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
172,PA-361R,NULL,NULL,NULL,Paint - Red,,,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
173,PA-529S,NULL,NULL,NULL,Paint - Silver,,,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
174,PA-632U,NULL,NULL,NULL,Paint - Blue,,,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
175,PA-823Y,NULL,NULL,NULL,Paint - Yellow,,,NULL,0,NA,60,45,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
176,PB-6109,NULL,NULL,NULL,Pinch Bolt,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
177,RA-2345,NULL,NULL,NULL,Cup-Shaped Race,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
178,RA-7490,NULL,NULL,NULL,Cone-Shaped Race,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
179,RF-9198,NULL,NULL,NULL,Reflector,,,NULL,0,NA,1000,750,NULL,NULL,NA,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
180,RM-M464,NULL,G  ,NULL,LL Mountain Rim,,,NULL,0,NA,800,600,NULL,NULL,NA,435,0,NULL,NULL,L ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
181,RM-M692,NULL,G  ,NULL,ML Mountain Rim,,,NULL,0,NA,800,600,NULL,NULL,NA,450,0,NULL,NULL,M ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
182,RM-M823,NULL,G  ,NULL,HL Mountain Rim,,,NULL,0,NA,800,600,NULL,NULL,NA,400,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
183,RM-R436,NULL,G  ,NULL,LL Road Rim,,,NULL,0,NA,800,600,NULL,NULL,NA,445,0,NULL,NULL,L ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
184,RM-R600,NULL,G  ,NULL,ML Road Rim,,,NULL,0,NA,800,600,NULL,NULL,NA,450,0,NULL,NULL,M ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
185,RM-R800,NULL,G  ,NULL,HL Road Rim,,,NULL,0,NA,800,600,NULL,NULL,NA,400,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
186,RM-T801,NULL,G  ,NULL,Touring Rim,,,NULL,0,NA,800,600,NULL,NULL,NA,460,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
187,SA-M198,NULL,NULL,NULL,LL Mountain Seat Assembly,,,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,L ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
188,SA-M237,NULL,NULL,NULL,ML Mountain Seat Assembly,,,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,M ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
189,SA-M687,NULL,NULL,NULL,HL Mountain Seat Assembly,,,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
190,SA-R127,NULL,NULL,NULL,LL Road Seat Assembly,,,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,L ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
191,SA-R430,NULL,NULL,NULL,ML Road Seat Assembly,,,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,M ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
192,SA-R522,NULL,NULL,NULL,HL Road Seat Assembly,,,NULL,0,NA,500,375,NULL,NULL,NA,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1998-06-01 00:00:00.000,NULL,Current
